		fls					sls					
THUSAM-S-C-2A	18	0.1908	0.2607	0.3333	THUSAM-S-C-2A	18	0.5945	0.5371	0.5	THUSAM-S-C-2A	18	0.455753968
THUSAM-S-C-2A	19	0.2506	0.6226	1	THUSAM-S-C-2A	19	0.6665	0.4435	0.2353	THUSAM-S-C-2A	19	0.613888889
THUSAM-S-C-2A	20	0.5413	0.5734	0.6	THUSAM-S-C-2A	20	0.4922	0.4796	0.45	THUSAM-S-C-2A	20	0.4625
THUSAM-S-C-2A	21	0.1779	0.4183	0.6667	THUSAM-S-C-2A	21	0.25	0.3268	0.4	THUSAM-S-C-2A	21	0.158333333
THUSAM-S-C-2A	22	0.0909	0.1626	0.25	THUSAM-S-C-2A	22	0.0417	0.0442	0.0556	THUSAM-S-C-2A	22	0.166666667
THUSAM-S-C-2A	23	0.2385	0.6181	1	THUSAM-S-C-2A	23	0.7765	0.5697	0.375	THUSAM-S-C-2A	23	0.742857143
THUSAM-S-C-2A	24	0.2131	0.4362	0.6667	THUSAM-S-C-2A	24	0.4449	0.3277	0.2286	THUSAM-S-C-2A	24	0.5
THUSAM-S-C-2A	25	0.3461	0.2721	0.2	THUSAM-S-C-2A	25	0.9016	0.7725	0.6364	THUSAM-S-C-2A	25	0.76
THUSAM-S-C-2A	26	0.0791	0.1302	0.2	THUSAM-S-C-2A	26	0.4123	0.526	0.65	THUSAM-S-C-2A	26	0.2
THUSAM-S-C-2A	27	0.502	0.3984	0.3333	THUSAM-S-C-2A	27	0.8492	0.6203	0.4	THUSAM-S-C-2A	27	0.75
THUSAM-S-C-2A	28	0.1466	0.3315	0.5	THUSAM-S-C-2A	28	0.5264	0.4365	0.3704	THUSAM-S-C-2A	28	0.462962963
THUSAM-S-C-2A	29	0.3192	0.3264	0.3333	THUSAM-S-C-2A	29	0.5785	0.5232	0.48	THUSAM-S-C-2A	29	0.55
THUSAM-S-C-2A	30	0.1053	0.2112	0.3333	THUSAM-S-C-2A	30	0.3678	0.4342	0.52	THUSAM-S-C-2A	30	0.1875
THUSAM-S-C-2A	31	0.2191	0.2986	0.3333	THUSAM-S-C-2A	31	0.2627	0.3109	0.3571	THUSAM-S-C-2A	31	0.6
THUSAM-S-C-2A	32	0.0544	0.1512	0.25	THUSAM-S-C-2A	32	0.6054	0.6045	0.6154	THUSAM-S-C-2A	32	0.1
THUSAM-S-C-2A	33	0.2275	0.6377	1	THUSAM-S-C-2A	33	0	0	0	THUSAM-S-C-2A	33	0
THUSAM-S-C-3A	1	0.1656	0.2838	0.4	THUSAM-S-C-3A	1	0.7142	0.5691	0.4286	THUSAM-S-C-3A	1	0.32
THUSAM-S-C-3A	2	0.1125	0.2498	0.4	THUSAM-S-C-3A	2	0.5665	0.6316	0.7143	THUSAM-S-C-3A	2	0.25
THUSAM-S-C-3A	3	0.2131	0.3056	0.4	THUSAM-S-C-3A	3	0.2636	0.4012	0.5385	THUSAM-S-C-3A	3	0.1
THUSAM-S-C-3A	4	0.101	0.3063	0.5	THUSAM-S-C-3A	4	0.5118	0.4574	0.425	THUSAM-S-C-3A	4	0.32
THUSAM-S-C-3A	5	0.1407	0.3712	0.6	THUSAM-S-C-3A	5	0.6581	0.5604	0.4762	THUSAM-S-C-3A	5	0.025
THUSAM-S-C-3A	6	0.0766	0.2327	0.4	THUSAM-S-C-3A	6	0.4311	0.3801	0.35	THUSAM-S-C-3A	6	0.333333333
THUSAM-S-C-3A	7	0.2406	0.6182	1	THUSAM-S-C-3A	7	0.4949	0.4131	0.3478	THUSAM-S-C-3A	7	0.345
THUSAM-S-C-3A	8	0.2564	0.3758	0.5	THUSAM-S-C-3A	8	0.6055	0.5427	0.5	THUSAM-S-C-3A	8	0.625
THUSAM-S-C-3A	9	0.1878	0.2903	0.4	THUSAM-S-C-3A	9	0.2708	0.3669	0.4615	THUSAM-S-C-3A	9	0.466666667
THUSAM-S-C-3A	10	0.0262	0.1393	0.25	THUSAM-S-C-3A	10	0.4934	0.6232	0.75	THUSAM-S-C-3A	10	0.102222222
THUSAM-S-C-3A	11	0.1841	0.5877	1	THUSAM-S-C-3A	11	0.3979	0.3392	0.3125	THUSAM-S-C-3A	11	0.341666667
THUSAM-S-C-3A	12	0.1798	0.3377	0.5	THUSAM-S-C-3A	12	0.5477	0.4655	0.4	THUSAM-S-C-3A	12	0.166666667
THUSAM-S-C-3A	13	0.1565	0.5766	1	THUSAM-S-C-3A	13	0.5751	0.6093	0.6667	THUSAM-S-C-3A	13	0.3
THUSAM-S-C-3A	14	0.1319	0.4432	0.75	THUSAM-S-C-3A	14	0.4463	0.4491	0.48	THUSAM-S-C-3A	14	0.35
THUSAM-S-C-3A	15	0.2102	0.6077	1	THUSAM-S-C-3A	15	0.6321	0.6299	0.6471	THUSAM-S-C-3A	15	0.666666667
THUSAM-S-C-3A	16	0.1348	0.2646	0.4	THUSAM-S-C-3A	16	0.1645	0.1569	0.1591	THUSAM-S-C-3A	16	0.45
THUSAM-S-C-3A	17	0	0	0	THUSAM-S-C-3A	17	0.0626	0.0832	0.1	THUSAM-S-C-3A	17	0
THUSAM-S-C-3A	18	0.2256	0.4441	0.6667	THUSAM-S-C-3A	18	0.3036	0.2657	0.25	THUSAM-S-C-3A	18	0.15
THUSAM-S-C-3A	19	0.1799	0.3389	0.5	THUSAM-S-C-3A	19	0.492	0.3814	0.2941	THUSAM-S-C-3A	19	0.075
THUSAM-S-C-3A	20	0.1664	0.2823	0.4	THUSAM-S-C-3A	20	0.5142	0.4884	0.45	THUSAM-S-C-3A	20	0.375
THUSAM-S-C-3A	21	0.249	0.4579	0.6667	THUSAM-S-C-3A	21	0.1144	0.1177	0.12	THUSAM-S-C-3A	21	0.08
THUSAM-S-C-3A	22	0.095	0.1764	0.25	THUSAM-S-C-3A	22	0.4932	0.3216	0.1667	THUSAM-S-C-3A	22	0.125
THUSAM-S-C-3A	23	0.1411	0.5663	1	THUSAM-S-C-3A	23	0.4729	0.3478	0.25	THUSAM-S-C-3A	23	1
THUSAM-S-C-3A	24	0.1416	0.396	0.6667	THUSAM-S-C-3A	24	0.1948	0.2153	0.2571	THUSAM-S-C-3A	24	0.186666667
THUSAM-S-C-3A	25	0.2848	0.2421	0.2	THUSAM-S-C-3A	25	0.6202	0.6219	0.6364	THUSAM-S-C-3A	25	0.625
THUSAM-S-C-3A	26	0.2081	0.4051	0.6	THUSAM-S-C-3A	26	0.4768	0.454	0.45	THUSAM-S-C-3A	26	0.265396825
THUSAM-S-C-3A	27	0.0819	0.3749	0.6667	THUSAM-S-C-3A	27	0.5308	0.5528	0.6	THUSAM-S-C-3A	27	0.875
THUSAM-S-C-3A	28	0.1876	0.3428	0.5	THUSAM-S-C-3A	28	0.5484	0.467	0.4074	THUSAM-S-C-3A	28	0.302777778
THUSAM-S-C-3A	29	0.233	0.2816	0.3333	THUSAM-S-C-3A	29	0.2655	0.2812	0.32	THUSAM-S-C-3A	29	0.077777778
THUSAM-S-C-3A	30	0.1145	0.2141	0.3333	THUSAM-S-C-3A	30	0.3164	0.3238	0.36	THUSAM-S-C-3A	30	0.258333333
THUSAM-S-C-3A	31	0.1568	0.4102	0.6667	THUSAM-S-C-3A	31	0.2845	0.2387	0.2143	THUSAM-S-C-3A	31	0.277777778
THUSAM-S-C-3A	32	0.1242	0.313	0.5	THUSAM-S-C-3A	32	0.4812	0.382	0.3077	THUSAM-S-C-3A	32	1
THUSAM-S-C-3A	33	0.2275	0.6377	1	THUSAM-S-C-3A	33	0	0	0	THUSAM-S-C-3A	33	0
THUSAM-S-C-4A	1	0.1656	0.2838	0.4	THUSAM-S-C-4A	1	0.7142	0.5691	0.4286	THUSAM-S-C-4A	1	0.32
THUSAM-S-C-4A	2	0.1125	0.2498	0.4	THUSAM-S-C-4A	2	0.5665	0.6316	0.7143	THUSAM-S-C-4A	2	0.25
THUSAM-S-C-4A	3	0.2131	0.3056	0.4	THUSAM-S-C-4A	3	0.2636	0.4012	0.5385	THUSAM-S-C-4A	3	0.1
THUSAM-S-C-4A	4	0.101	0.3063	0.5	THUSAM-S-C-4A	4	0.5118	0.4574	0.425	THUSAM-S-C-4A	4	0.32
THUSAM-S-C-4A	5	0.1407	0.3712	0.6	THUSAM-S-C-4A	5	0.6581	0.5604	0.4762	THUSAM-S-C-4A	5	0.025
THUSAM-S-C-4A	6	0.0766	0.2327	0.4	THUSAM-S-C-4A	6	0.4311	0.3801	0.35	THUSAM-S-C-4A	6	0.333333333
THUSAM-S-C-4A	7	0.2406	0.6182	1	THUSAM-S-C-4A	7	0.4949	0.4131	0.3478	THUSAM-S-C-4A	7	0.345
THUSAM-S-C-4A	8	0.2564	0.3758	0.5	THUSAM-S-C-4A	8	0.6826	0.583	0.5	THUSAM-S-C-4A	8	0.625
THUSAM-S-C-4A	9	0.1878	0.2903	0.4	THUSAM-S-C-4A	9	0.2708	0.3669	0.4615	THUSAM-S-C-4A	9	0.466666667
THUSAM-S-C-4A	10	0.0262	0.1393	0.25	THUSAM-S-C-4A	10	0.4934	0.6232	0.75	THUSAM-S-C-4A	10	0.102222222
THUSAM-S-C-4A	11	0.1841	0.5877	1	THUSAM-S-C-4A	11	0.3979	0.3392	0.3125	THUSAM-S-C-4A	11	0.341666667
THUSAM-S-C-4A	12	0.1798	0.3377	0.5	THUSAM-S-C-4A	12	0.5477	0.4655	0.4	THUSAM-S-C-4A	12	0.166666667
THUSAM-S-C-4A	13	0.1565	0.5766	1	THUSAM-S-C-4A	13	0.5751	0.6093	0.6667	THUSAM-S-C-4A	13	0.3
THUSAM-S-C-4A	14	0.1319	0.4432	0.75	THUSAM-S-C-4A	14	0.4463	0.4491	0.48	THUSAM-S-C-4A	14	0.35
THUSAM-S-C-4A	15	0.2102	0.6077	1	THUSAM-S-C-4A	15	0.6321	0.6299	0.6471	THUSAM-S-C-4A	15	0.666666667
THUSAM-S-C-4A	16	0.1348	0.2646	0.4	THUSAM-S-C-4A	16	0.1645	0.1569	0.1591	THUSAM-S-C-4A	16	0.45
THUSAM-S-C-4A	17	0	0	0	THUSAM-S-C-4A	17	0.0626	0.0832	0.1	THUSAM-S-C-4A	17	0
THUSAM-S-C-4A	18	0.2256	0.4441	0.6667	THUSAM-S-C-4A	18	0.3036	0.2657	0.25	THUSAM-S-C-4A	18	0.15
THUSAM-S-C-4A	19	0.1799	0.3389	0.5	THUSAM-S-C-4A	19	0.492	0.3814	0.2941	THUSAM-S-C-4A	19	0.075
THUSAM-S-C-4A	20	0.1664	0.2823	0.4	THUSAM-S-C-4A	20	0.5142	0.4884	0.45	THUSAM-S-C-4A	20	0.375
THUSAM-S-C-4A	21	0.249	0.4579	0.6667	THUSAM-S-C-4A	21	0.1144	0.1177	0.12	THUSAM-S-C-4A	21	0.08
THUSAM-S-C-4A	22	0.095	0.1764	0.25	THUSAM-S-C-4A	22	0.4932	0.3216	0.1667	THUSAM-S-C-4A	22	0.125
THUSAM-S-C-4A	23	0.1411	0.5663	1	THUSAM-S-C-4A	23	0.4729	0.3478	0.25	THUSAM-S-C-4A	23	1
THUSAM-S-C-4A	24	0.1416	0.396	0.6667	THUSAM-S-C-4A	24	0.1948	0.2153	0.2571	THUSAM-S-C-4A	24	0.186666667
THUSAM-S-C-4A	25	0.2848	0.2421	0.2	THUSAM-S-C-4A	25	0.6202	0.6219	0.6364	THUSAM-S-C-4A	25	0.625
THUSAM-S-C-4A	26	0.2081	0.4051	0.6	THUSAM-S-C-4A	26	0.4768	0.454	0.45	THUSAM-S-C-4A	26	0.265396825
THUSAM-S-C-4A	27	0.0819	0.3749	0.6667	THUSAM-S-C-4A	27	0.5308	0.5528	0.6	THUSAM-S-C-4A	27	0.875
THUSAM-S-C-4A	28	0.1876	0.3428	0.5	THUSAM-S-C-4A	28	0.5484	0.467	0.4074	THUSAM-S-C-4A	28	0.302777778
THUSAM-S-C-4A	29	0.233	0.2816	0.3333	THUSAM-S-C-4A	29	0.2655	0.2812	0.32	THUSAM-S-C-4A	29	0.077777778
THUSAM-S-C-4A	30	0.1145	0.2141	0.3333	THUSAM-S-C-4A	30	0.3164	0.3238	0.36	THUSAM-S-C-4A	30	0.258333333
THUSAM-S-C-4A	31	0.1568	0.4102	0.6667	THUSAM-S-C-4A	31	0.2845	0.2387	0.2143	THUSAM-S-C-4A	31	0.277777778
THUSAM-S-C-4A	32	0.1242	0.313	0.5	THUSAM-S-C-4A	32	0.4812	0.382	0.3077	THUSAM-S-C-4A	32	1
THUSAM-S-C-4A	33	0.2275	0.6377	1	THUSAM-S-C-4A	33	0	0	0	THUSAM-S-C-4A	33	0
THUSAM-S-C-5A	1	0.5263	0.6977	0.8	THUSAM-S-C-5A	1	0.6813	0.6232	0.5714	THUSAM-S-C-5A	1	0.48
THUSAM-S-C-5A	2	0.2148	0.3132	0.4	THUSAM-S-C-5A	2	0.3818	0.4744	0.5714	THUSAM-S-C-5A	2	0.482638889
THUSAM-S-C-5A	3	0.2523	0.3152	0.4	THUSAM-S-C-5A	3	0.3619	0.5353	0.6923	THUSAM-S-C-5A	3	0.35
THUSAM-S-C-5A	4	0.229	0.3705	0.5	THUSAM-S-C-5A	4	0.5515	0.4195	0.3	THUSAM-S-C-5A	4	0.45
THUSAM-S-C-5A	5	0.4627	0.5557	0.6	THUSAM-S-C-5A	5	0.7261	0.6667	0.619	THUSAM-S-C-5A	5	0.645
THUSAM-S-C-5A	6	0.383	0.457	0.6	THUSAM-S-C-5A	6	0.4624	0.4073	0.35	THUSAM-S-C-5A	6	0.744444444
THUSAM-S-C-5A	7	0.1942	0.3589	0.5	THUSAM-S-C-5A	7	0.3285	0.2166	0.1304	THUSAM-S-C-5A	7	0.15
THUSAM-S-C-5A	8	0.2564	0.3758	0.5	THUSAM-S-C-5A	8	0.5683	0.5239	0.5	THUSAM-S-C-5A	8	0.580952381
THUSAM-S-C-5A	9	0.2694	0.4339	0.6	THUSAM-S-C-5A	9	0.2435	0.3333	0.4231	THUSAM-S-C-5A	9	0.583333333
THUSAM-S-C-5A	10	0.338	0.5422	0.75	THUSAM-S-C-5A	10	0.3623	0.593	0.8125	THUSAM-S-C-5A	10	0.4875
THUSAM-S-C-5A	11	0.4794	0.5756	0.75	THUSAM-S-C-5A	11	0.2745	0.2954	0.3125	THUSAM-S-C-5A	11	0.458333333
THUSAM-S-C-5A	12	0.5598	0.7982	1	THUSAM-S-C-5A	12	0.7857	0.6243	0.4667	THUSAM-S-C-5A	12	0.9
THUSAM-S-C-5A	13	0.441	0.7409	1	THUSAM-S-C-5A	13	0.8529	0.9222	1	THUSAM-S-C-5A	13	0.45
THUSAM-S-C-5A	14	0.1128	0.4396	0.75	THUSAM-S-C-5A	14	0.5012	0.5982	0.72	THUSAM-S-C-5A	14	0.5
THUSAM-S-C-5A	15	0.2176	0.6107	1	THUSAM-S-C-5A	15	0.8356	0.6192	0.4118	THUSAM-S-C-5A	15	0.525714286
THUSAM-S-C-5A	16	0.3937	0.4791	0.6	THUSAM-S-C-5A	16	0.2877	0.364	0.4318	THUSAM-S-C-5A	16	0.55
THUSAM-S-C-5A	17	0	0	0	THUSAM-S-C-5A	17	0.0926	0.1237	0.15	THUSAM-S-C-5A	17	0
THUSAM-S-C-5A	18	0.0477	0.1915	0.3333	THUSAM-S-C-5A	18	0.4309	0.4125	0.4167	THUSAM-S-C-5A	18	0.233333333
THUSAM-S-C-5A	19	0.244	0.6201	1	THUSAM-S-C-5A	19	0.7618	0.5827	0.4118	THUSAM-S-C-5A	19	0.52
THUSAM-S-C-5A	20	0.5413	0.5734	0.6	THUSAM-S-C-5A	20	0.4893	0.5263	0.55	THUSAM-S-C-5A	20	0.375
THUSAM-S-C-5A	21	0.1841	0.4157	0.6667	THUSAM-S-C-5A	21	0.1477	0.2386	0.32	THUSAM-S-C-5A	21	0.18
THUSAM-S-C-5A	22	0.0836	0.1603	0.25	THUSAM-S-C-5A	22	0.391	0.3239	0.2778	THUSAM-S-C-5A	22	0.025
THUSAM-S-C-5A	23	0.1942	0.5913	1	THUSAM-S-C-5A	23	0.6783	0.4553	0.25	THUSAM-S-C-5A	23	0.7
THUSAM-S-C-5A	24	0.1692	0.4278	0.6667	THUSAM-S-C-5A	24	0.3408	0.3092	0.2857	THUSAM-S-C-5A	24	0.3
THUSAM-S-C-5A	25	0.2848	0.2421	0.2	THUSAM-S-C-5A	25	0.6219	0.6233	0.6364	THUSAM-S-C-5A	25	0.625
THUSAM-S-C-5A	26	0.0791	0.1479	0.2	THUSAM-S-C-5A	26	0.5262	0.4533	0.4	THUSAM-S-C-5A	26	0.18
THUSAM-S-C-5A	27	0.5735	0.4503	0.3333	THUSAM-S-C-5A	27	0.8772	0.735	0.6	THUSAM-S-C-5A	27	0.651111111
THUSAM-S-C-5A	28	0.3336	0.4179	0.5	THUSAM-S-C-5A	28	0.6798	0.6279	0.5926	THUSAM-S-C-5A	28	0.85
THUSAM-S-C-5A	29	0.2687	0.2886	0.3333	THUSAM-S-C-5A	29	0.4101	0.4424	0.48	THUSAM-S-C-5A	29	0.317142857
THUSAM-S-C-5A	30	0.1145	0.2141	0.3333	THUSAM-S-C-5A	30	0.3164	0.3238	0.36	THUSAM-S-C-5A	30	0.258333333
THUSAM-S-C-5A	31	0.1568	0.4102	0.6667	THUSAM-S-C-5A	31	0.2669	0.1938	0.1429	THUSAM-S-C-5A	31	0.444444444
THUSAM-S-C-5A	32	0.0372	0.1452	0.25	THUSAM-S-C-5A	32	0.6597	0.6788	0.6923	THUSAM-S-C-5A	32	0.15
THUSAM-S-C-5A	33	0.2275	0.6377	1	THUSAM-S-C-5A	33	0	0	0	THUSAM-S-C-5A	33	0
TUTA1-S-C-1A	1	0.039	0.3215	0.6	TUTA1-S-C-1A	1	0.3231	0.3735	0.4286	TUTA1-S-C-1A	1	0.37
TUTA1-S-C-1A	2	0.018	0.1068	0.2	TUTA1-S-C-1A	2	0.4516	0.431	0.4286	TUTA1-S-C-1A	2	0.634782609
TUTA1-S-C-1A	3	0.0144	0.1055	0.2	TUTA1-S-C-1A	3	0.6333	0.6972	0.7692	TUTA1-S-C-1A	3	0.324324324
TUTA1-S-C-1A	4	0.0294	0.5143	1	TUTA1-S-C-1A	4	0.3183	0.3248	0.35	TUTA1-S-C-1A	4	0.045454545
TUTA1-S-C-1A	5	0.2469	0.3456	0.4	TUTA1-S-C-1A	5	0.6345	0.642	0.6667	TUTA1-S-C-1A	5	0.318181818
TUTA1-S-C-1A	6	0.3383	0.3337	0.4	TUTA1-S-C-1A	6	0.5829	0.5589	0.55	TUTA1-S-C-1A	6	0.653439153
TUTA1-S-C-1A	7	0.0075	0.254	0.5	TUTA1-S-C-1A	7	0.2362	0.3836	0.5217	TUTA1-S-C-1A	7	0.01875
TUTA1-S-C-1A	8	0.0169	0.2601	0.5	TUTA1-S-C-1A	8	0.312	0.3903	0.5	TUTA1-S-C-1A	8	0.1
TUTA1-S-C-1A	9	0.0168	0.1064	0.2	TUTA1-S-C-1A	9	0.262	0.3172	0.3846	TUTA1-S-C-1A	9	0.696969697
TUTA1-S-C-1A	10	0.2459	0.3977	0.5	TUTA1-S-C-1A	10	0.4247	0.4987	0.5625	TUTA1-S-C-1A	10	0.106060606
TUTA1-S-C-1A	11	0.1857	0.324	0.5	TUTA1-S-C-1A	11	0.5167	0.5	0.5	TUTA1-S-C-1A	11	0.238095238
TUTA1-S-C-1A	12	0.4169	0.7358	1	TUTA1-S-C-1A	12	0.5025	0.5762	0.6667	TUTA1-S-C-1A	12	0.333333333
TUTA1-S-C-1A	13	0.0149	0.259	0.5	TUTA1-S-C-1A	13	0.7399	0.863	1	TUTA1-S-C-1A	13	0.393939394
TUTA1-S-C-1A	14	0.0454	0.2737	0.5	TUTA1-S-C-1A	14	0.4817	0.503	0.52	TUTA1-S-C-1A	14	0.126666667
TUTA1-S-C-1A	15	0.6043	0.6334	0.6667	TUTA1-S-C-1A	15	0.5743	0.5169	0.4706	TUTA1-S-C-1A	15	0.237908497
TUTA1-S-C-1A	16	0.0337	0.2162	0.4	TUTA1-S-C-1A	16	0.3616	0.4325	0.5	TUTA1-S-C-1A	16	0.034482759
TUTA1-S-C-1A	17	0.1319	0.3712	0.6	TUTA1-S-C-1A	17	0.2255	0.3163	0.4	TUTA1-S-C-1A	17	0.055
TUTA1-S-C-1A	18	0.0095	0.1716	0.3333	TUTA1-S-C-1A	18	0.0739	0.1195	0.1667	TUTA1-S-C-1A	18	0
TUTA1-S-C-1A	19	0.0378	0.2685	0.5	TUTA1-S-C-1A	19	0.5542	0.5098	0.4706	TUTA1-S-C-1A	19	0.555555556
TUTA1-S-C-1A	20	0.0748	0.2398	0.4	TUTA1-S-C-1A	20	0.5695	0.6799	0.8	TUTA1-S-C-1A	20	0.108333333
TUTA1-S-C-1A	21	0.0385	0.354	0.6667	TUTA1-S-C-1A	21	0.3828	0.3666	0.36	TUTA1-S-C-1A	21	0.064814815
TUTA1-S-C-1A	22	0.145	0.3318	0.5	TUTA1-S-C-1A	22	0.5392	0.5725	0.6111	TUTA1-S-C-1A	22	0.274458874
TUTA1-S-C-1A	23	0.2398	0.3947	0.5	TUTA1-S-C-1A	23	0.565	0.4787	0.375	TUTA1-S-C-1A	23	0.244444444
TUTA1-S-C-1A	24	0	0	0	TUTA1-S-C-1A	24	0.1463	0.2486	0.3429	TUTA1-S-C-1A	24	0.078341014
TUTA1-S-C-1A	25	0.0082	0.1042	0.2	TUTA1-S-C-1A	25	0.2989	0.4259	0.5455	TUTA1-S-C-1A	25	0.010416667
TUTA1-S-C-1A	26	0.0462	0.3225	0.6	TUTA1-S-C-1A	26	0.343	0.3856	0.45	TUTA1-S-C-1A	26	0.34375
TUTA1-S-C-1A	27	0.0502	0.1914	0.3333	TUTA1-S-C-1A	27	0.7428	0.8641	1	TUTA1-S-C-1A	27	0.860606061
TUTA1-S-C-1A	28	0.1698	0.5806	1	TUTA1-S-C-1A	28	0.4114	0.4476	0.4815	TUTA1-S-C-1A	28	0.31
TUTA1-S-C-1A	29	0.0186	0.1737	0.3333	TUTA1-S-C-1A	29	0.2041	0.3152	0.44	TUTA1-S-C-1A	29	0.071428571
TUTA1-S-C-1A	30	0.0848	0.3685	0.6667	TUTA1-S-C-1A	30	0.1742	0.2886	0.4	TUTA1-S-C-1A	30	0.205555556
TUTA1-S-C-1A	31	0.2191	0.2986	0.3333	TUTA1-S-C-1A	31	0.0635	0.0702	0.0714	TUTA1-S-C-1A	31	0
TUTA1-S-C-1A	32	0.0966	0.1805	0.25	TUTA1-S-C-1A	32	0.3364	0.349	0.3846	TUTA1-S-C-1A	32	0.166666667
TUTA1-S-C-1A	33	0	0	0	TUTA1-S-C-1A	33	0.0249	0.0418	0.0625	TUTA1-S-C-1A	33	0
